Open,High,Low,Close,Volume
9.50,11.00,9.00,10.00,1070
19.50,21.00,19.00,20.00,1071
9.50,11.00,9.00,10.00,1072
19.50,21.00,19.00,20.00,1073
9.50,11.00,9.00,10.00,1074
19.50,21.00,19.00,20.00,1075
9.50,11.00,9.00,10.00,1076
19.50,21.00,19.00,20.00,1077
9.50,11.00,9.00,10.00,1078
19.50,21.00,19.00,20.00,1079
9.50,11.00,9.00,10.00,1080
19.50,21.00,19.00,20.00,1081
9.50,11.00,9.00,10.00,1082
19.50,21.00,19.00,20.00,1083
9.50,11.00,9.00,10.00,1084
19.50,21.00,19.00,20.00,1085
9.50,11.00,9.00,10.00,1086
19.50,21.00,19.00,20.00,1087
9.50,11.00,9.00,10.00,1088
19.50,21.00,19.00,20.00,1089
9.50,11.00,9.00,10.00,1090
19.50,21.00,19.00,20.00,1091
9.50,11.00,9.00,10.00,1092
19.50,21.00,19.00,20.00,1093
9.50,11.00,9.00,10.00,1094
19.50,21.00,19.00,20.00,1095
9.50,11.00,9.00,10.00,1096
19.50,21.00,19.00,20.00,1097
9.50,11.00,9.00,10.00,1098
19.50,21.00,19.00,20.00,1099
9.50,11.00,9.00,10.00,1100
19.50,21.00,19.00,20.00,1101
9.50,11.00,9.00,10.00,1102
19.50,21.00,19.00,20.00,1103
9.50,11.00,9.00,10.00,1104
19.50,21.00,19.00,20.00,1105
9.50,11.00,9.00,10.00,1106
19.50,21.00,19.00,20.00,1107
9.50,11.00,9.00,10.00,1108
19.50,21.00,19.00,20.00,1109
9.50,11.00,9.00,10.00,1110
19.50,21.00,19.00,20.00,1111
9.50,11.00,9.00,10.00,1112
19.50,21.00,19.00,20.00,1113
9.50,11.00,9.00,10.00,1114
19.50,21.00,19.00,20.00,1115
9.50,11.00,9.00,10.00,1116
19.50,21.00,19.00,20.00,1117
9.50,11.00,9.00,10.00,1118
19.50,21.00,19.00,20.00,1119
9.50,11.00,9.00,10.00,1120
19.50,21.00,19.00,20.00,1121
9.50,11.00,9.00,10.00,1122
19.50,21.00,19.00,20.00,1123
9.50,11.00,9.00,10.00,1124
19.50,21.00,19.00,20.00,1125
9.50,11.00,9.00,10.00,1126
19.50,21.00,19.00,20.00,1127
9.50,11.00,9.00,10.00,1128
19.50,21.00,19.00,20.00,1129
9.50,11.00,9.00,10.00,1130
19.50,21.00,19.00,20.00,1131
9.50,11.00,9.00,10.00,1132
19.50,21.00,19.00,20.00,1133
9.50,11.00,9.00,10.00,1134
19.50,21.00,19.00,20.00,1135
9.50,11.00,9.00,10.00,1136
19.50,21.00,19.00,20.00,1137
9.50,11.00,9.00,10.00,1138
19.50,21.00,19.00,20.00,1139
9.50,11.00,9.00,10.00,1140
19.50,21.00,19.00,20.00,1141
9.50,11.00,9.00,10.00,1142
19.50,21.00,19.00,20.00,1143
9.50,11.00,9.00,10.00,1144
19.50,21.00,19.00,20.00,1145
9.50,11.00,9.00,10.00,1146
19.50,21.00,19.00,20.00,1147
9.50,11.00,9.00,10.00,1148
19.50,21.00,19.00,20.00,1149
9.50,11.00,9.00,10.00,1150
19.50,21.00,19.00,20.00,1151
9.50,11.00,9.00,10.00,1152
19.50,21.00,19.00,20.00,1153
9.50,11.00,9.00,10.00,1154
19.50,21.00,19.00,20.00,1155
9.50,11.00,9.00,10.00,1156
19.50,21.00,19.00,20.00,1157
9.50,11.00,9.00,10.00,1158
19.50,21.00,19.00,20.00,1159
9.50,11.00,9.00,10.00,1160
19.50,21.00,19.00,20.00,1161
9.50,11.00,9.00,10.00,1162
19.50,21.00,19.00,20.00,1163
9.50,11.00,9.00,10.00,1164
19.50,21.00,19.00,20.00,1165
9.50,11.00,9.00,10.00,1166
19.50,21.00,19.00,20.00,1167
9.50,11.00,9.00,10.00,1168
19.50,21.00,19.00,20.00,1169
9.50,11.00,9.00,10.00,1170
19.50,21.00,19.00,20.00,1171
9.50,11.00,9.00,10.00,1172
19.50,21.00,19.00,20.00,1173
9.50,11.00,9.00,10.00,1174
19.50,21.00,19.00,20.00,1175
9.50,11.00,9.00,10.00,1176
19.50,21.00,19.00,20.00,1177
9.50,11.00,9.00,10.00,1178
19.50,21.00,19.00,20.00,1179
9.50,11.00,9.00,10.00,1180
19.50,21.00,19.00,20.00,1181
9.50,11.00,9.00,10.00,1182
19.50,21.00,19.00,20.00,1183
9.50,11.00,9.00,10.00,1184
19.50,21.00,19.00,20.00,1185
9.50,11.00,9.00,10.00,1186
19.50,21.00,19.00,20.00,1187
9.50,11.00,9.00,10.00,1188
19.50,21.00,19.00,20.00,1189
9.50,11.00,9.00,10.00,1190
19.50,21.00,19.00,20.00,1191
9.50,11.00,9.00,10.00,1192
19.50,21.00,19.00,20.00,1193
9.50,11.00,9.00,10.00,1194
19.50,21.00,19.00,20.00,1195
9.50,11.00,9.00,10.00,1196
19.50,21.00,19.00,20.00,1197
9.50,11.00,9.00,10.00,1198
19.50,21.00,19.00,20.00,1199
9.50,11.00,9.00,10.00,1200
19.50,21.00,19.00,20.00,1201
9.50,11.00,9.00,10.00,1202
19.50,21.00,19.00,20.00,1203
9.50,11.00,9.00,10.00,1204
19.50,21.00,19.00,20.00,1205
9.50,11.00,9.00,10.00,1206
19.50,21.00,19.00,20.00,1207
9.50,11.00,9.00,10.00,1208
19.50,21.00,19.00,20.00,1209
9.50,11.00,9.00,10.00,1210
19.50,21.00,19.00,20.00,1211
9.50,11.00,9.00,10.00,1212
19.50,21.00,19.00,20.00,1213
9.50,11.00,9.00,10.00,1214
19.50,21.00,19.00,20.00,1215
9.50,11.00,9.00,10.00,1216
19.50,21.00,19.00,20.00,1217
9.50,11.00,9.00,10.00,1218
19.50,21.00,19.00,20.00,1219
9.50,11.00,9.00,10.00,1220
19.50,21.00,19.00,20.00,1221
9.50,11.00,9.00,10.00,1222
19.50,21.00,19.00,20.00,1223
9.50,11.00,9.00,10.00,1224
19.50,21.00,19.00,20.00,1225
9.50,11.00,9.00,10.00,1226
19.50,21.00,19.00,20.00,1227
9.50,11.00,9.00,10.00,1228
19.50,21.00,19.00,20.00,1229
9.50,11.00,9.00,10.00,1230
19.50,21.00,19.00,20.00,1231
9.50,11.00,9.00,10.00,1232
19.50,21.00,19.00,20.00,1233
9.50,11.00,9.00,10.00,1234
19.50,21.00,19.00,20.00,1235
9.50,11.00,9.00,10.00,1236
19.50,21.00,19.00,20.00,1237
9.50,11.00,9.00,10.00,1238
19.50,21.00,19.00,20.00,1239
9.50,11.00,9.00,10.00,1240
19.50,21.00,19.00,20.00,1241
9.50,11.00,9.00,10.00,1242
19.50,21.00,19.00,20.00,1243
9.50,11.00,9.00,10.00,1244
19.50,21.00,19.00,20.00,1245
9.50,11.00,9.00,10.00,1246
19.50,21.00,19.00,20.00,1247
9.50,11.00,9.00,10.00,1248
19.50,21.00,19.00,20.00,1249
9.50,11.00,9.00,10.00,1250
19.50,21.00,19.00,20.00,1251
9.50,11.00,9.00,10.00,1252
19.50,21.00,19.00,20.00,1253
9.50,11.00,9.00,10.00,1254
19.50,21.00,19.00,20.00,1255
9.50,11.00,9.00,10.00,1256
19.50,21.00,19.00,20.00,1257
9.50,11.00,9.00,10.00,1258
19.50,21.00,19.00,20.00,1259
9.50,11.00,9.00,10.00,1260
19.50,21.00,19.00,20.00,1261
9.50,11.00,9.00,10.00,1262
19.50,21.00,19.00,20.00,1263
9.50,11.00,9.00,10.00,1264
19.50,21.00,19.00,20.00,1265
9.50,11.00,9.00,10.00,1266
19.50,21.00,19.00,20.00,1267
9.50,11.00,9.00,10.00,1268
19.50,21.00,19.00,20.00,1269
9.50,11.00,9.00,10.00,1270
19.50,21.00,19.00,20.00,1271
9.50,11.00,9.00,10.00,1272
19.50,21.00,19.00,20.00,1273
9.50,11.00,9.00,10.00,1274
19.50,21.00,19.00,20.00,1275
9.50,11.00,9.00,10.00,1276
19.50,21.00,19.00,20.00,1277
9.50,11.00,9.00,10.00,1278
19.50,21.00,19.00,20.00,1279
9.50,11.00,9.00,10.00,1280
19.50,21.00,19.00,20.00,1281
9.50,11.00,9.00,10.00,1282
19.50,21.00,19.00,20.00,1283
9.50,11.00,9.00,10.00,1284
19.50,21.00,19.00,20.00,1285
9.50,11.00,9.00,10.00,1286
19.50,21.00,19.00,20.00,1287
9.50,11.00,9.00,10.00,1288
19.50,21.00,19.00,20.00,1289
9.50,11.00,9.00,10.00,1290
19.50,21.00,19.00,20.00,1291
9.50,11.00,9.00,10.00,1292
19.50,21.00,19.00,20.00,1293
9.50,11.00,9.00,10.00,1294
19.50,21.00,19.00,20.00,1295
9.50,11.00,9.00,10.00,1296
19.50,21.00,19.00,20.00,1297
9.50,11.00,9.00,10.00,1298
19.50,21.00,19.00,20.00,1299
9.50,11.00,9.00,10.00,1300
19.50,21.00,19.00,20.00,1301
9.50,11.00,9.00,10.00,1302
19.50,21.00,19.00,20.00,1303
9.50,11.00,9.00,10.00,1304
19.50,21.00,19.00,20.00,1305
9.50,11.00,9.00,10.00,1306
19.50,21.00,19.00,20.00,1307
9.50,11.00,9.00,10.00,1308
19.50,21.00,19.00,20.00,1309
9.50,11.00,9.00,10.00,1310
19.50,21.00,19.00,20.00,1311
9.50,11.00,9.00,10.00,1312
19.50,21.00,19.00,20.00,1313
9.50,11.00,9.00,10.00,1314
19.50,21.00,19.00,20.00,1315
9.50,11.00,9.00,10.00,1316
19.50,21.00,19.00,20.00,1317
9.50,11.00,9.00,10.00,1318
19.50,21.00,19.00,20.00,1319
9.50,11.00,9.00,10.00,1320
19.50,21.00,19.00,20.00,1321
9.50,11.00,9.00,10.00,1322
19.50,21.00,19.00,20.00,1323
9.50,11.00,9.00,10.00,1324
19.50,21.00,19.00,20.00,1325
9.50,11.00,9.00,10.00,1326
19.50,21.00,19.00,20.00,1327
9.50,11.00,9.00,10.00,1328
19.50,21.00,19.00,20.00,1329
9.50,11.00,9.00,10.00,1330
19.50,21.00,19.00,20.00,1331
9.50,11.00,9.00,10.00,1332
19.50,21.00,19.00,20.00,1333
9.50,11.00,9.00,10.00,1334
19.50,21.00,19.00,20.00,1335
9.50,11.00,9.00,10.00,1336
19.50,21.00,19.00,20.00,1337
9.50,11.00,9.00,10.00,1338
19.50,21.00,19.00,20.00,1339
9.50,11.00,9.00,10.00,1340
19.50,21.00,19.00,20.00,1341
9.50,11.00,9.00,10.00,1342
19.50,21.00,19.00,20.00,1343
9.50,11.00,9.00,10.00,1344
19.50,21.00,19.00,20.00,1345
9.50,11.00,9.00,10.00,1346
19.50,21.00,19.00,20.00,1347
9.50,11.00,9.00,10.00,1348
19.50,21.00,19.00,20.00,1349
9.50,11.00,9.00,10.00,1350
19.50,21.00,19.00,20.00,1351
9.50,11.00,9.00,10.00,1352
19.50,21.00,19.00,20.00,1353
9.50,11.00,9.00,10.00,1354
19.50,21.00,19.00,20.00,1355
9.50,11.00,9.00,10.00,1356
19.50,21.00,19.00,20.00,1357
9.50,11.00,9.00,10.00,1358
19.50,21.00,19.00,20.00,1359
9.50,11.00,9.00,10.00,1360
19.50,21.00,19.00,20.00,1361
9.50,11.00,9.00,10.00,1362
19.50,21.00,19.00,20.00,1363
9.50,11.00,9.00,10.00,1364
19.50,21.00,19.00,20.00,1365
9.50,11.00,9.00,10.00,1366
19.50,21.00,19.00,20.00,1367
9.50,11.00,9.00,10.00,1368
19.50,21.00,19.00,20.00,1369
9.50,11.00,9.00,10.00,1370
19.50,21.00,19.00,20.00,1371
9.50,11.00,9.00,10.00,1372
19.50,21.00,19.00,20.00,1373
9.50,11.00,9.00,10.00,1374
19.50,21.00,19.00,20.00,1375
9.50,11.00,9.00,10.00,1376
19.50,21.00,19.00,20.00,1377
9.50,11.00,9.00,10.00,1378
19.50,21.00,19.00,20.00,1379
9.50,11.00,9.00,10.00,1380
19.50,21.00,19.00,20.00,1381
9.50,11.00,9.00,10.00,1382
19.50,21.00,19.00,20.00,1383
9.50,11.00,9.00,10.00,1384
19.50,21.00,19.00,20.00,1385
9.50,11.00,9.00,10.00,1386
19.50,21.00,19.00,20.00,1387
9.50,11.00,9.00,10.00,1388
19.50,21.00,19.00,20.00,1389
9.50,11.00,9.00,10.00,1390
19.50,21.00,19.00,20.00,1391
9.50,11.00,9.00,10.00,1392
19.50,21.00,19.00,20.00,1393
9.50,11.00,9.00,10.00,1394
19.50,21.00,19.00,20.00,1395
9.50,11.00,9.00,10.00,1396
19.50,21.00,19.00,20.00,1397
9.50,11.00,9.00,10.00,1398
19.50,21.00,19.00,20.00,1399
9.50,11.00,9.00,10.00,1400
19.50,21.00,19.00,20.00,1401
9.50,11.00,9.00,10.00,1402
19.50,21.00,19.00,20.00,1403
9.50,11.00,9.00,10.00,1404
19.50,21.00,19.00,20.00,1405
9.50,11.00,9.00,10.00,1406
19.50,21.00,19.00,20.00,1407
9.50,11.00,9.00,10.00,1408
19.50,21.00,19.00,20.00,1409
9.50,11.00,9.00,10.00,1410
19.50,21.00,19.00,20.00,1411
9.50,11.00,9.00,10.00,1412
19.50,21.00,19.00,20.00,1413
9.50,11.00,9.00,10.00,1414
19.50,21.00,19.00,20.00,1415
9.50,11.00,9.00,10.00,1416
19.50,21.00,19.00,20.00,1417
9.50,11.00,9.00,10.00,1418
19.50,21.00,19.00,20.00,1419
9.50,11.00,9.00,10.00,1420
19.50,21.00,19.00,20.00,1421
9.50,11.00,9.00,10.00,1422
19.50,21.00,19.00,20.00,1423
9.50,11.00,9.00,10.00,1424
19.50,21.00,19.00,20.00,1425
9.50,11.00,9.00,10.00,1426
19.50,21.00,19.00,20.00,1427
9.50,11.00,9.00,10.00,1428
19.50,21.00,19.00,20.00,1429
9.50,11.00,9.00,10.00,1430
19.50,21.00,19.00,20.00,1431
9.50,11.00,9.00,10.00,1432
19.50,21.00,19.00,20.00,1433
9.50,11.00,9.00,10.00,1434
19.50,21.00,19.00,20.00,1435
9.50,11.00,9.00,10.00,1436
19.50,21.00,19.00,20.00,1437
9.50,11.00,9.00,10.00,1438
19.50,21.00,19.00,20.00,1439
9.50,11.00,9.00,10.00,1440
19.50,21.00,19.00,20.00,1441
9.50,11.00,9.00,10.00,1442
19.50,21.00,19.00,20.00,1443
9.50,11.00,9.00,10.00,1444
19.50,21.00,19.00,20.00,1445
9.50,11.00,9.00,10.00,1446
19.50,21.00,19.00,20.00,1447
9.50,11.00,9.00,10.00,1448
19.50,21.00,19.00,20.00,1449
9.50,11.00,9.00,10.00,1450
19.50,21.00,19.00,20.00,1451
9.50,11.00,9.00,10.00,1452
19.50,21.00,19.00,20.00,1453
9.50,11.00,9.00,10.00,1454
19.50,21.00,19.00,20.00,1455
9.50,11.00,9.00,10.00,1456
19.50,21.00,19.00,20.00,1457
9.50,11.00,9.00,10.00,1458
19.50,21.00,19.00,20.00,1459
9.50,11.00,9.00,10.00,1460
19.50,21.00,19.00,20.00,1461
9.50,11.00,9.00,10.00,1462
19.50,21.00,19.00,20.00,1463
9.50,11.00,9.00,10.00,1464
19.50,21.00,19.00,20.00,1465
9.50,11.00,9.00,10.00,1466
19.50,21.00,19.00,20.00,1467
9.50,11.00,9.00,10.00,1468
19.50,21.00,19.00,20.00,1469
9.50,11.00,9.00,10.00,1470
19.50,21.00,19.00,20.00,1471
9.50,11.00,9.00,10.00,1472
19.50,21.00,19.00,20.00,1473
9.50,11.00,9.00,10.00,1474
19.50,21.00,19.00,20.00,1475
9.50,11.00,9.00,10.00,1476
19.50,21.00,19.00,20.00,1477
9.50,11.00,9.00,10.00,1478
19.50,21.00,19.00,20.00,1479
9.50,11.00,9.00,10.00,1480
19.50,21.00,19.00,20.00,1481
9.50,11.00,9.00,10.00,1482
19.50,21.00,19.00,20.00,1483
9.50,11.00,9.00,10.00,1484
19.50,21.00,19.00,20.00,1485
9.50,11.00,9.00,10.00,1486
19.50,21.00,19.00,20.00,1487
9.50,11.00,9.00,10.00,1488
19.50,21.00,19.00,20.00,1489
9.50,11.00,9.00,10.00,1490
19.50,21.00,19.00,20.00,1491
9.50,11.00,9.00,10.00,1492
19.50,21.00,19.00,20.00,1493
9.50,11.00,9.00,10.00,1494
19.50,21.00,19.00,20.00,1495
9.50,11.00,9.00,10.00,1496
19.50,21.00,19.00,20.00,1497
9.50,11.00,9.00,10.00,1498
19.50,21.00,19.00,20.00,1499
9.50,11.00,9.00,10.00,1500
19.50,21.00,19.00,20.00,1501
9.50,11.00,9.00,10.00,1502
19.50,21.00,19.00,20.00,1503
9.50,11.00,9.00,10.00,1504
19.50,21.00,19.00,20.00,1505
9.50,11.00,9.00,10.00,1506
19.50,21.00,19.00,20.00,1507
9.50,11.00,9.00,10.00,1508
19.50,21.00,19.00,20.00,1509
9.50,11.00,9.00,10.00,1510
19.50,21.00,19.00,20.00,1511
9.50,11.00,9.00,10.00,1512
19.50,21.00,19.00,20.00,1513
9.50,11.00,9.00,10.00,1514
19.50,21.00,19.00,20.00,1515
9.50,11.00,9.00,10.00,1516
19.50,21.00,19.00,20.00,1517
9.50,11.00,9.00,10.00,1518
19.50,21.00,19.00,20.00,1519
9.50,11.00,9.00,10.00,1520
19.50,21.00,19.00,20.00,1521
9.50,11.00,9.00,10.00,1522
19.50,21.00,19.00,20.00,1523
9.50,11.00,9.00,10.00,1524
19.50,21.00,19.00,20.00,1525
9.50,11.00,9.00,10.00,1526
19.50,21.00,19.00,20.00,1527
9.50,11.00,9.00,10.00,1528
19.50,21.00,19.00,20.00,1529
9.50,11.00,9.00,10.00,1530
19.50,21.00,19.00,20.00,1531
9.50,11.00,9.00,10.00,1532
19.50,21.00,19.00,20.00,1533
9.50,11.00,9.00,10.00,1534
19.50,21.00,19.00,20.00,1535
9.50,11.00,9.00,10.00,1536
19.50,21.00,19.00,20.00,1537
9.50,11.00,9.00,10.00,1538
19.50,21.00,19.00,20.00,1539
9.50,11.00,9.00,10.00,1540
19.50,21.00,19.00,20.00,1541
9.50,11.00,9.00,10.00,1542
19.50,21.00,19.00,20.00,1543
9.50,11.00,9.00,10.00,1544
19.50,21.00,19.00,20.00,1545
9.50,11.00,9.00,10.00,1546
19.50,21.00,19.00,20.00,1547
9.50,11.00,9.00,10.00,1548
19.50,21.00,19.00,20.00,1549
9.50,11.00,9.00,10.00,1550
19.50,21.00,19.00,20.00,1551
9.50,11.00,9.00,10.00,1552
19.50,21.00,19.00,20.00,1553
9.50,11.00,9.00,10.00,1554
19.50,21.00,19.00,20.00,1555
9.50,11.00,9.00,10.00,1556
19.50,21.00,19.00,20.00,1557
9.50,11.00,9.00,10.00,1558
19.50,21.00,19.00,20.00,1559
9.50,11.00,9.00,10.00,1560
19.50,21.00,19.00,20.00,1561
9.50,11.00,9.00,10.00,1562
19.50,21.00,19.00,20.00,1563
9.50,11.00,9.00,10.00,1564
19.50,21.00,19.00,20.00,1565
9.50,11.00,9.00,10.00,1566
19.50,21.00,19.00,20.00,1567
9.50,11.00,9.00,10.00,1568
19.50,21.00,19.00,20.00,1569
9.50,11.00,9.00,10.00,1570
19.50,21.00,19.00,20.00,1571
9.50,11.00,9.00,10.00,1572
19.50,21.00,19.00,20.00,1573
9.50,11.00,9.00,10.00,1574
19.50,21.00,19.00,20.00,1575
9.50,11.00,9.00,10.00,1576
19.50,21.00,19.00,20.00,1577
9.50,11.00,9.00,10.00,1578
19.50,21.00,19.00,20.00,1579
9.50,11.00,9.00,10.00,1580
19.50,21.00,19.00,20.00,1581
9.50,11.00,9.00,10.00,1582
19.50,21.00,19.00,20.00,1583
9.50,11.00,9.00,10.00,1584
19.50,21.00,19.00,20.00,1585
9.50,11.00,9.00,10.00,1586
19.50,21.00,19.00,20.00,1587
9.50,11.00,9.00,10.00,1588
19.50,21.00,19.00,20.00,1589
9.50,11.00,9.00,10.00,1590
19.50,21.00,19.00,20.00,1591
9.50,11.00,9.00,10.00,1592
19.50,21.00,19.00,20.00,1593
9.50,11.00,9.00,10.00,1594
19.50,21.00,19.00,20.00,1595
9.50,11.00,9.00,10.00,1596
19.50,21.00,19.00,20.00,1597
9.50,11.00,9.00,10.00,1598
19.50,21.00,19.00,20.00,1599
9.50,11.00,9.00,10.00,1600
19.50,21.00,19.00,20.00,1601
9.50,11.00,9.00,10.00,1602
19.50,21.00,19.00,20.00,1603
9.50,11.00,9.00,10.00,1604
19.50,21.00,19.00,20.00,1605
9.50,11.00,9.00,10.00,1606
19.50,21.00,19.00,20.00,1607
9.50,11.00,9.00,10.00,1608
19.50,21.00,19.00,20.00,1609
9.50,11.00,9.00,10.00,1610
19.50,21.00,19.00,20.00,1611
9.50,11.00,9.00,10.00,1612
19.50,21.00,19.00,20.00,1613
9.50,11.00,9.00,10.00,1614
19.50,21.00,19.00,20.00,1615
9.50,11.00,9.00,10.00,1616
19.50,21.00,19.00,20.00,1617
9.50,11.00,9.00,10.00,1618
19.50,21.00,19.00,20.00,1619
9.50,11.00,9.00,10.00,1620
19.50,21.00,19.00,20.00,1621
9.50,11.00,9.00,10.00,1622
19.50,21.00,19.00,20.00,1623
9.50,11.00,9.00,10.00,1624
19.50,21.00,19.00,20.00,1625
9.50,11.00,9.00,10.00,1626
19.50,21.00,19.00,20.00,1627
9.50,11.00,9.00,10.00,1628
19.50,21.00,19.00,20.00,1629
9.50,11.00,9.00,10.00,1630
19.50,21.00,19.00,20.00,1631
9.50,11.00,9.00,10.00,1632
19.50,21.00,19.00,20.00,1633
9.50,11.00,9.00,10.00,1634
19.50,21.00,19.00,20.00,1635
9.50,11.00,9.00,10.00,1636
19.50,21.00,19.00,20.00,1637
9.50,11.00,9.00,10.00,1638
19.50,21.00,19.00,20.00,1639
9.50,11.00,9.00,10.00,1640
19.50,21.00,19.00,20.00,1641
9.50,11.00,9.00,10.00,1642
19.50,21.00,19.00,20.00,1643
9.50,11.00,9.00,10.00,1644
19.50,21.00,19.00,20.00,1645
9.50,11.00,9.00,10.00,1646
19.50,21.00,19.00,20.00,1647
9.50,11.00,9.00,10.00,1648
19.50,21.00,19.00,20.00,1649
9.50,11.00,9.00,10.00,1650
19.50,21.00,19.00,20.00,1651
9.50,11.00,9.00,10.00,1652
19.50,21.00,19.00,20.00,1653
9.50,11.00,9.00,10.00,1654
19.50,21.00,19.00,20.00,1655
9.50,11.00,9.00,10.00,1656
19.50,21.00,19.00,20.00,1657
9.50,11.00,9.00,10.00,1658
19.50,21.00,19.00,20.00,1659
9.50,11.00,9.00,10.00,1660
19.50,21.00,19.00,20.00,1661
9.50,11.00,9.00,10.00,1662
19.50,21.00,19.00,20.00,1663
9.50,11.00,9.00,10.00,1664
19.50,21.00,19.00,20.00,1665
9.50,11.00,9.00,10.00,1666
19.50,21.00,19.00,20.00,1667
9.50,11.00,9.00,10.00,1668
19.50,21.00,19.00,20.00,1669
9.50,11.00,9.00,10.00,1670
19.50,21.00,19.00,20.00,1671
9.50,11.00,9.00,10.00,1672
19.50,21.00,19.00,20.00,1673
9.50,11.00,9.00,10.00,1674
19.50,21.00,19.00,20.00,1675
9.50,11.00,9.00,10.00,1676
19.50,21.00,19.00,20.00,1677
9.50,11.00,9.00,10.00,1678
19.50,21.00,19.00,20.00,1679
9.50,11.00,9.00,10.00,1680
19.50,21.00,19.00,20.00,1681
9.50,11.00,9.00,10.00,1682
19.50,21.00,19.00,20.00,1683
9.50,11.00,9.00,10.00,1684
19.50,21.00,19.00,20.00,1685
9.50,11.00,9.00,10.00,1686
19.50,21.00,19.00,20.00,1687
9.50,11.00,9.00,10.00,1688
19.50,21.00,19.00,20.00,1689
9.50,11.00,9.00,10.00,1690
19.50,21.00,19.00,20.00,1691
9.50,11.00,9.00,10.00,1692
19.50,21.00,19.00,20.00,1693
9.50,11.00,9.00,10.00,1694
19.50,21.00,19.00,20.00,1695
9.50,11.00,9.00,10.00,1696
19.50,21.00,19.00,20.00,1697
9.50,11.00,9.00,10.00,1698
19.50,21.00,19.00,20.00,1699
9.50,11.00,9.00,10.00,1700
19.50,21.00,19.00,20.00,1701
9.50,11.00,9.00,10.00,1702
19.50,21.00,19.00,20.00,1703
9.50,11.00,9.00,10.00,1704
19.50,21.00,19.00,20.00,1705
9.50,11.00,9.00,10.00,1706
19.50,21.00,19.00,20.00,1707
9.50,11.00,9.00,10.00,1708
19.50,21.00,19.00,20.00,1709
9.50,11.00,9.00,10.00,1710
19.50,21.00,19.00,20.00,1711
9.50,11.00,9.00,10.00,1712
19.50,21.00,19.00,20.00,1713
9.50,11.00,9.00,10.00,1714
19.50,21.00,19.00,20.00,1715
9.50,11.00,9.00,10.00,1716
19.50,21.00,19.00,20.00,1717
9.50,11.00,9.00,10.00,1718
19.50,21.00,19.00,20.00,1719
9.50,11.00,9.00,10.00,1720
19.50,21.00,19.00,20.00,1721
9.50,11.00,9.00,10.00,1722
19.50,21.00,19.00,20.00,1723
9.50,11.00,9.00,10.00,1724
19.50,21.00,19.00,20.00,1725
9.50,11.00,9.00,10.00,1726
19.50,21.00,19.00,20.00,1727
9.50,11.00,9.00,10.00,1728
19.50,21.00,19.00,20.00,1729
9.50,11.00,9.00,10.00,1730
19.50,21.00,19.00,20.00,1731
9.50,11.00,9.00,10.00,1732
19.50,21.00,19.00,20.00,1733
9.50,11.00,9.00,10.00,1734
